phc_id,medicine_name,forecast_date,forecast_daily_consumption,projected_stock,reorder_level,predicted_days_to_stockout
PHC_001,Anti-Rabies Vaccine,2026-07-08,0.9,7.8,8,
PHC_001,Anti-Rabies Vaccine,2026-07-09,0.9,6.8,8,
PHC_001,Anti-Rabies Vaccine,2026-07-10,0.9,5.9,8,
PHC_001,Anti-Rabies Vaccine,2026-07-11,0.9,5.0,8,
PHC_001,Anti-Rabies Vaccine,2026-07-12,0.9,4.1,8,
PHC_001,Anti-Rabies Vaccine,2026-07-13,0.9,3.1,8,
PHC_001,Antihypertensive (Amlodipine),2026-06-30,1.6,305.4,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-01,1.8,303.6,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-02,1.8,301.8,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-03,1.8,300.0,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-04,1.8,298.2,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-05,1.8,296.4,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-06,1.8,294.6,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-07,1.8,292.8,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-08,1.8,290.9,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-09,1.8,289.1,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-10,1.8,287.3,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-11,1.8,285.5,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-12,1.8,283.7,25,
PHC_001,Antihypertensive (Amlodipine),2026-07-13,1.8,281.9,25,
PHC_001,Insulin (vial),2026-06-30,0.8,20.2,15,
PHC_001,Insulin (vial),2026-07-01,0.9,19.3,15,
PHC_001,Insulin (vial),2026-07-02,1.0,18.3,15,
PHC_001,Insulin (vial),2026-07-03,1.0,17.3,15,
PHC_001,Insulin (vial),2026-07-04,1.0,16.3,15,
PHC_001,Insulin (vial),2026-07-05,1.0,15.3,15,
PHC_001,Insulin (vial),2026-07-06,1.0,14.3,15,
PHC_001,Insulin (vial),2026-07-07,1.0,13.3,15,
PHC_001,Insulin (vial),2026-07-08,1.0,12.3,15,
PHC_001,Insulin (vial),2026-07-09,1.0,11.3,15,
PHC_001,Insulin (vial),2026-07-10,1.0,10.3,15,
PHC_001,Insulin (vial),2026-07-11,1.0,9.3,15,
PHC_001,Insulin (vial),2026-07-12,1.0,8.3,15,
PHC_001,Insulin (vial),2026-07-13,1.0,7.3,15,
PHC_001,Iron Folic Acid Tablets,2026-06-30,6.1,86.9,60,
PHC_001,Iron Folic Acid Tablets,2026-07-01,6.1,80.9,60,
PHC_001,Iron Folic Acid Tablets,2026-07-02,6.1,74.8,60,
PHC_001,Iron Folic Acid Tablets,2026-07-03,6.1,68.7,60,
PHC_001,Iron Folic Acid Tablets,2026-07-04,6.1,62.7,60,
PHC_001,Iron Folic Acid Tablets,2026-07-05,6.1,56.6,60,
PHC_001,Iron Folic Acid Tablets,2026-07-06,6.1,50.5,60,
PHC_001,Iron Folic Acid Tablets,2026-07-07,6.1,44.4,60,
PHC_001,Iron Folic Acid Tablets,2026-07-08,6.1,38.4,60,
PHC_001,Iron Folic Acid Tablets,2026-07-09,6.1,32.3,60,
PHC_001,Iron Folic Acid Tablets,2026-07-10,6.1,26.2,60,
PHC_001,Iron Folic Acid Tablets,2026-07-11,6.1,20.2,60,
PHC_001,Iron Folic Acid Tablets,2026-07-12,6.1,14.1,60,
PHC_001,Iron Folic Acid Tablets,2026-07-13,6.1,8.0,60,
PHC_001,Measles Vaccine,2026-06-30,0.8,171.2,12,
PHC_001,Measles Vaccine,2026-07-01,0.9,170.3,12,
PHC_001,Measles Vaccine,2026-07-02,0.9,169.5,12,
PHC_001,Measles Vaccine,2026-07-03,0.9,168.6,12,
PHC_001,Measles Vaccine,2026-07-04,0.9,167.8,12,
PHC_001,Measles Vaccine,2026-07-05,0.9,166.9,12,
PHC_001,Measles Vaccine,2026-07-06,0.9,166.1,12,
PHC_001,Measles Vaccine,2026-07-07,0.9,165.2,12,
PHC_001,Measles Vaccine,2026-07-08,0.9,164.4,12,
PHC_001,Measles Vaccine,2026-07-09,0.9,163.5,12,
PHC_001,Measles Vaccine,2026-07-10,0.9,162.7,12,
PHC_001,Measles Vaccine,2026-07-11,0.9,161.8,12,
PHC_001,Measles Vaccine,2026-07-12,0.9,160.9,12,
PHC_001,Measles Vaccine,2026-07-13,0.9,160.1,12,
PHC_001,ORS + Zinc combo,2026-06-30,3.4,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-01,2.4,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-02,3.2,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-03,2.8,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-04,3.1,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-05,2.9,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-06,3.0,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-07,3.0,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-08,3.0,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-09,3.0,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-10,3.0,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-11,3.0,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-12,3.0,0.0,30,1.0
PHC_001,ORS + Zinc combo,2026-07-13,3.0,0.0,30,1.0
PHC_001,ORS Sachets,2026-06-30,7.7,116.3,100,
PHC_001,ORS Sachets,2026-07-01,7.8,108.5,100,
PHC_001,ORS Sachets,2026-07-02,7.8,100.7,100,
PHC_001,ORS Sachets,2026-07-03,7.8,92.9,100,
PHC_001,ORS Sachets,2026-07-04,7.8,85.1,100,
PHC_001,ORS Sachets,2026-07-05,7.8,77.4,100,
PHC_001,ORS Sachets,2026-07-06,7.8,69.6,100,
PHC_001,ORS Sachets,2026-07-07,7.8,61.8,100,
PHC_001,ORS Sachets,2026-07-08,7.8,54.0,100,
PHC_001,ORS Sachets,2026-07-09,7.8,46.2,100,
PHC_001,ORS Sachets,2026-07-10,7.8,38.4,100,
PHC_001,ORS Sachets,2026-07-11,7.8,30.6,100,
PHC_001,ORS Sachets,2026-07-12,7.8,22.8,100,
PHC_001,ORS Sachets,2026-07-13,7.8,15.0,100,
PHC_001,Paracetamol 500mg,2026-06-30,4.9,167.1,50,
PHC_001,Paracetamol 500mg,2026-07-01,4.8,162.3,50,
PHC_001,Paracetamol 500mg,2026-07-02,4.5,157.8,50,
PHC_001,Paracetamol 500mg,2026-07-03,4.5,153.3,50,
PHC_001,Paracetamol 500mg,2026-07-04,4.5,148.8,50,
PHC_001,Paracetamol 500mg,2026-07-05,4.5,144.3,50,
PHC_001,Paracetamol 500mg,2026-07-06,4.5,139.8,50,
PHC_001,Paracetamol 500mg,2026-07-07,4.5,135.2,50,
PHC_001,Paracetamol 500mg,2026-07-08,4.5,130.7,50,
PHC_001,Paracetamol 500mg,2026-07-09,4.5,126.2,50,
PHC_001,Paracetamol 500mg,2026-07-10,4.5,121.7,50,
PHC_001,Paracetamol 500mg,2026-07-11,4.5,117.1,50,
PHC_001,Paracetamol 500mg,2026-07-12,4.5,112.6,50,
PHC_001,Paracetamol 500mg,2026-07-13,4.5,108.1,50,
PHC_002,ASHA Delivery Kit,2026-06-30,1.3,9.7,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-01,1.3,8.4,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-02,1.3,7.1,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-03,1.3,5.8,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-04,1.3,4.6,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-05,1.3,3.3,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-06,1.3,2.0,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-07,1.3,0.7,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-08,1.3,0.0,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-09,1.3,0.0,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-10,1.3,0.0,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-11,1.3,0.0,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-12,1.3,0.0,10,9.0
PHC_002,ASHA Delivery Kit,2026-07-13,1.3,0.0,10,9.0
PHC_002,Amoxicillin 250mg,2026-06-30,4.6,337.4,40,
PHC_002,Amoxicillin 250mg,2026-07-01,4.8,332.6,40,
PHC_002,Amoxicillin 250mg,2026-07-02,4.7,327.8,40,
PHC_002,Amoxicillin 250mg,2026-07-03,4.8,323.0,40,
PHC_002,Amoxicillin 250mg,2026-07-04,4.8,318.3,40,
PHC_002,Amoxicillin 250mg,2026-07-05,4.8,313.5,40,
PHC_002,Amoxicillin 250mg,2026-07-06,4.8,308.7,40,
PHC_002,Amoxicillin 250mg,2026-07-07,4.8,304.0,40,
PHC_002,Amoxicillin 250mg,2026-07-08,4.8,299.2,40,
PHC_002,Amoxicillin 250mg,2026-07-09,4.8,294.4,40,
PHC_002,Amoxicillin 250mg,2026-07-10,4.8,289.6,40,
PHC_002,Amoxicillin 250mg,2026-07-11,4.8,284.8,40,
PHC_002,Amoxicillin 250mg,2026-07-12,4.8,280.1,40,
PHC_002,Amoxicillin 250mg,2026-07-13,4.8,275.3,40,
PHC_002,Anti-Rabies Vaccine,2026-06-30,0.8,26.2,8,
PHC_002,Anti-Rabies Vaccine,2026-07-01,0.9,25.2,8,
PHC_002,Anti-Rabies Vaccine,2026-07-02,0.9,24.3,8,
PHC_002,Anti-Rabies Vaccine,2026-07-03,0.9,23.4,8,
PHC_002,Anti-Rabies Vaccine,2026-07-04,0.9,22.5,8,
PHC_002,Anti-Rabies Vaccine,2026-07-05,0.9,21.6,8,
PHC_002,Anti-Rabies Vaccine,2026-07-06,0.9,20.6,8,
PHC_002,Anti-Rabies Vaccine,2026-07-07,0.9,19.7,8,
PHC_002,Anti-Rabies Vaccine,2026-07-08,0.9,18.8,8,
PHC_002,Anti-Rabies Vaccine,2026-07-09,0.9,17.9,8,
PHC_002,Anti-Rabies Vaccine,2026-07-10,0.9,17.0,8,
PHC_002,Anti-Rabies Vaccine,2026-07-11,0.9,16.0,8,
PHC_002,Anti-Rabies Vaccine,2026-07-12,0.9,15.1,8,
PHC_002,Anti-Rabies Vaccine,2026-07-13,0.9,14.2,8,
PHC_002,Antihypertensive (Amlodipine),2026-06-30,2.3,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-01,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-02,2.3,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-03,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-04,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-05,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-06,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-07,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-08,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-09,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-10,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-11,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-12,2.4,0.0,25,1.0
PHC_002,Antihypertensive (Amlodipine),2026-07-13,2.4,0.0,25,1.0
PHC_002,Insulin (vial),2026-06-30,1.2,163.8,15,
PHC_002,Insulin (vial),2026-07-01,1.2,162.6,15,
PHC_002,Insulin (vial),2026-07-02,1.2,161.4,15,
PHC_002,Insulin (vial),2026-07-03,1.2,160.2,15,
PHC_002,Insulin (vial),2026-07-04,1.2,159.0,15,
PHC_002,Insulin (vial),2026-07-05,1.2,157.8,15,
PHC_002,Insulin (vial),2026-07-06,1.2,156.6,15,
PHC_002,Insulin (vial),2026-07-07,1.2,155.4,15,
PHC_002,Insulin (vial),2026-07-08,1.2,154.2,15,
PHC_002,Insulin (vial),2026-07-09,1.2,153.0,15,
PHC_002,Insulin (vial),2026-07-10,1.2,151.8,15,
PHC_002,Insulin (vial),2026-07-11,1.2,150.6,15,
PHC_002,Insulin (vial),2026-07-12,1.2,149.4,15,
PHC_002,Insulin (vial),2026-07-13,1.2,148.2,15,
PHC_002,Iron Folic Acid Tablets,2026-06-30,4.3,317.7,60,
PHC_002,Iron Folic Acid Tablets,2026-07-01,4.2,313.5,60,
PHC_002,Iron Folic Acid Tablets,2026-07-02,4.3,309.2,60,
PHC_002,Iron Folic Acid Tablets,2026-07-03,4.3,305.0,60,
PHC_002,Iron Folic Acid Tablets,2026-07-04,4.3,300.7,60,
PHC_002,Iron Folic Acid Tablets,2026-07-05,4.3,296.4,60,
PHC_002,Iron Folic Acid Tablets,2026-07-06,4.3,292.1,60,
PHC_002,Iron Folic Acid Tablets,2026-07-07,4.3,287.8,60,
PHC_002,Iron Folic Acid Tablets,2026-07-08,4.3,283.6,60,
PHC_002,Iron Folic Acid Tablets,2026-07-09,4.3,279.3,60,
PHC_002,Iron Folic Acid Tablets,2026-07-10,4.3,275.0,60,
PHC_002,Iron Folic Acid Tablets,2026-07-11,4.3,270.7,60,
PHC_002,Iron Folic Acid Tablets,2026-07-12,4.3,266.5,60,
PHC_002,Iron Folic Acid Tablets,2026-07-13,4.3,262.2,60,
PHC_002,Measles Vaccine,2026-06-30,1.0,24.0,12,
PHC_002,Measles Vaccine,2026-07-01,1.0,23.0,12,
PHC_002,Measles Vaccine,2026-07-02,1.0,22.1,12,
PHC_002,Measles Vaccine,2026-07-03,1.0,21.1,12,
PHC_002,Measles Vaccine,2026-07-04,1.0,20.1,12,
PHC_002,Measles Vaccine,2026-07-05,1.0,19.1,12,
PHC_002,Measles Vaccine,2026-07-06,1.0,18.1,12,
PHC_002,Measles Vaccine,2026-07-07,1.0,17.2,12,
PHC_002,Measles Vaccine,2026-07-08,1.0,16.2,12,
PHC_002,Measles Vaccine,2026-07-09,1.0,15.2,12,
PHC_002,Measles Vaccine,2026-07-10,1.0,14.2,12,
PHC_002,Measles Vaccine,2026-07-11,1.0,13.3,12,
PHC_002,Measles Vaccine,2026-07-12,1.0,12.3,12,
PHC_002,Measles Vaccine,2026-07-13,1.0,11.3,12,
PHC_002,ORS + Zinc combo,2026-06-30,4.1,134.9,30,
PHC_002,ORS + Zinc combo,2026-07-01,4.1,130.8,30,
PHC_002,ORS + Zinc combo,2026-07-02,4.1,126.7,30,
PHC_002,ORS + Zinc combo,2026-07-03,4.1,122.7,30,
PHC_002,ORS + Zinc combo,2026-07-04,4.1,118.6,30,
PHC_002,ORS + Zinc combo,2026-07-05,4.1,114.5,30,
PHC_002,ORS + Zinc combo,2026-07-06,4.1,110.4,30,
PHC_002,ORS + Zinc combo,2026-07-07,4.1,106.4,30,
PHC_002,ORS + Zinc combo,2026-07-08,4.1,102.3,30,
PHC_002,ORS + Zinc combo,2026-07-09,4.1,98.2,30,
PHC_002,ORS + Zinc combo,2026-07-10,4.1,94.1,30,
PHC_002,ORS + Zinc combo,2026-07-11,4.1,90.1,30,
PHC_002,ORS + Zinc combo,2026-07-12,4.1,86.0,30,
PHC_002,ORS + Zinc combo,2026-07-13,4.1,81.9,30,
PHC_002,ORS Sachets,2026-06-30,9.7,129.3,100,
PHC_002,ORS Sachets,2026-07-01,8.4,120.9,100,
PHC_002,ORS Sachets,2026-07-02,8.7,112.2,100,
PHC_002,ORS Sachets,2026-07-03,8.3,104.0,100,
PHC_002,ORS Sachets,2026-07-04,8.4,95.6,100,
PHC_002,ORS Sachets,2026-07-05,8.2,87.4,100,
PHC_002,ORS Sachets,2026-07-06,8.3,79.1,100,
PHC_002,ORS Sachets,2026-07-07,8.2,70.9,100,
PHC_002,ORS Sachets,2026-07-08,8.2,62.6,100,
PHC_002,ORS Sachets,2026-07-09,8.2,54.4,100,
PHC_002,ORS Sachets,2026-07-10,8.2,46.2,100,
PHC_002,ORS Sachets,2026-07-11,8.2,37.9,100,
PHC_002,ORS Sachets,2026-07-12,8.2,29.7,100,
PHC_002,ORS Sachets,2026-07-13,8.2,21.5,100,
PHC_002,Paracetamol 500mg,2026-06-30,3.8,149.2,50,
PHC_002,Paracetamol 500mg,2026-07-01,3.7,145.4,50,
PHC_002,Paracetamol 500mg,2026-07-02,3.8,141.6,50,
PHC_002,Paracetamol 500mg,2026-07-03,3.8,137.8,50,
PHC_002,Paracetamol 500mg,2026-07-04,3.8,134.0,50,
PHC_002,Paracetamol 500mg,2026-07-05,3.8,130.2,50,
PHC_002,Paracetamol 500mg,2026-07-06,3.8,126.4,50,
PHC_002,Paracetamol 500mg,2026-07-07,3.8,122.5,50,
PHC_002,Paracetamol 500mg,2026-07-08,3.8,118.7,50,
PHC_002,Paracetamol 500mg,2026-07-09,3.8,114.9,50,
PHC_002,Paracetamol 500mg,2026-07-10,3.8,111.1,50,
PHC_002,Paracetamol 500mg,2026-07-11,3.8,107.3,50,
PHC_002,Paracetamol 500mg,2026-07-12,3.8,103.5,50,
PHC_002,Paracetamol 500mg,2026-07-13,3.8,99.7,50,
PHC_003,ASHA Delivery Kit,2026-06-30,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-01,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-02,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-03,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-04,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-05,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-06,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-07,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-08,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-09,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-10,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-11,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-12,0.8,0.0,10,1.0
PHC_003,ASHA Delivery Kit,2026-07-13,0.8,0.0,10,1.0
PHC_003,Amoxicillin 250mg,2026-06-30,3.3,35.7,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-01,3.2,32.5,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-02,3.2,29.3,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-03,3.2,26.1,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-04,3.2,22.9,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-05,3.2,19.8,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-06,3.2,16.6,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-07,3.2,13.4,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-08,3.2,10.2,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-09,3.2,7.0,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-10,3.2,3.8,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-11,3.2,0.7,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-12,3.2,0.0,40,13.0
PHC_003,Amoxicillin 250mg,2026-07-13,3.2,0.0,40,13.0
PHC_003,Anti-Rabies Vaccine,2026-06-30,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-01,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-02,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-03,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-04,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-05,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-06,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-07,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-08,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-09,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-10,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-11,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-12,0.8,0.0,8,1.0
PHC_003,Anti-Rabies Vaccine,2026-07-13,0.8,0.0,8,1.0
PHC_003,Antihypertensive (Amlodipine),2026-06-30,2.1,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-01,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-02,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-03,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-04,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-05,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-06,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-07,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-08,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-09,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-10,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-11,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-12,1.9,0.0,25,1.0
PHC_003,Antihypertensive (Amlodipine),2026-07-13,1.9,0.0,25,1.0
PHC_003,Insulin (vial),2026-06-30,1.7,10.3,15,9.0
PHC_003,Insulin (vial),2026-07-01,1.2,9.0,15,9.0
PHC_003,Insulin (vial),2026-07-02,1.3,7.7,15,9.0
PHC_003,Insulin (vial),2026-07-03,1.4,6.4,15,9.0
PHC_003,Insulin (vial),2026-07-04,1.4,5.0,15,9.0
PHC_003,Insulin (vial),2026-07-05,1.4,3.7,15,9.0
PHC_003,Insulin (vial),2026-07-06,1.4,2.3,15,9.0
PHC_003,Insulin (vial),2026-07-07,1.4,0.9,15,9.0
PHC_003,Insulin (vial),2026-07-08,1.4,0.0,15,9.0
PHC_003,Insulin (vial),2026-07-09,1.4,0.0,15,9.0
PHC_003,Insulin (vial),2026-07-10,1.4,0.0,15,9.0
PHC_003,Insulin (vial),2026-07-11,1.4,0.0,15,9.0
PHC_003,Insulin (vial),2026-07-12,1.4,0.0,15,9.0
PHC_003,Insulin (vial),2026-07-13,1.4,0.0,15,9.0
PHC_003,Iron Folic Acid Tablets,2026-06-30,5.1,483.9,60,
PHC_003,Iron Folic Acid Tablets,2026-07-01,4.7,479.2,60,
PHC_003,Iron Folic Acid Tablets,2026-07-02,5.2,473.9,60,
PHC_003,Iron Folic Acid Tablets,2026-07-03,5.1,468.8,60,
PHC_003,Iron Folic Acid Tablets,2026-07-04,5.2,463.6,60,
PHC_003,Iron Folic Acid Tablets,2026-07-05,5.2,458.5,60,
PHC_003,Iron Folic Acid Tablets,2026-07-06,5.2,453.3,60,
PHC_003,Iron Folic Acid Tablets,2026-07-07,5.2,448.1,60,
PHC_003,Iron Folic Acid Tablets,2026-07-08,5.2,442.9,60,
PHC_003,Iron Folic Acid Tablets,2026-07-09,5.2,437.7,60,
PHC_003,Iron Folic Acid Tablets,2026-07-10,5.2,432.5,60,
PHC_003,Iron Folic Acid Tablets,2026-07-11,5.2,427.3,60,
PHC_003,Iron Folic Acid Tablets,2026-07-12,5.2,422.2,60,
PHC_003,Iron Folic Acid Tablets,2026-07-13,5.2,417.0,60,
PHC_003,Measles Vaccine,2026-06-30,1.2,10.8,12,10.0
PHC_003,Measles Vaccine,2026-07-01,1.3,9.5,12,10.0
PHC_003,Measles Vaccine,2026-07-02,1.4,8.2,12,10.0
PHC_003,Measles Vaccine,2026-07-03,1.3,6.8,12,10.0
PHC_003,Measles Vaccine,2026-07-04,1.3,5.5,12,10.0
PHC_003,Measles Vaccine,2026-07-05,1.3,4.2,12,10.0
PHC_003,Measles Vaccine,2026-07-06,1.3,2.8,12,10.0
PHC_003,Measles Vaccine,2026-07-07,1.3,1.5,12,10.0
PHC_003,Measles Vaccine,2026-07-08,1.3,0.2,12,10.0
PHC_003,Measles Vaccine,2026-07-09,1.3,0.0,12,10.0
PHC_003,Measles Vaccine,2026-07-10,1.3,0.0,12,10.0
PHC_003,Measles Vaccine,2026-07-11,1.3,0.0,12,10.0
PHC_003,Measles Vaccine,2026-07-12,1.3,0.0,12,10.0
PHC_003,Measles Vaccine,2026-07-13,1.3,0.0,12,10.0
PHC_003,ORS + Zinc combo,2026-06-30,2.5,143.5,30,
PHC_003,ORS + Zinc combo,2026-07-01,2.4,141.1,30,
